Particle Z-Coordinate,Particle Mass,Particle X-Coordinate,Particle ID,Particle Y-Coordinate
time (s) = 0.0
time (s) = 0.1
-1.30633e-02, 5.22656e-07,-1.31753e-02, 8.20000e+01, 4.95888e-03
-1.64115e-02, 5.22656e-07, 8.45048e-03, 8.30000e+01, 4.08724e-03
-5.12808e-03, 5.22656e-07, 1.27475e-02, 8.40000e+01, 1.01227e-02
 6.57418e-03, 5.22656e-07, 4.27015e-03, 8.50000e+01, 8.31920e-03
 1.60593e-03, 5.22656e-07, 4.82154e-03, 8.60000e+01, 8.51613e-03
 9.85011e-03, 5.22656e-07,-8.34824e-03, 8.70000e+01, 7.19774e-03
-9.12556e-03, 5.22656e-07, 1.22027e-02, 8.80000e+01, 9.08886e-03
 1.71231e-03, 5.22656e-07,-7.12619e-03, 8.90000e+01, 8.17669e-03
 3.22879e-03, 5.22656e-07,-5.34305e-03, 9.00000e+01, 8.29424e-03
-9.13807e-04, 5.22656e-07,-1.35401e-03, 9.10000e+01, 7.63979e-03
-2.81402e-04, 5.22656e-07,-1.44724e-02, 9.20000e+01, 7.76833e-03
 1.61698e-02, 5.22656e-07, 3.38204e-03, 9.30000e+01, 5.74600e-03
-2.22017e-03, 5.22656e-07, 1.07146e-02, 9.40000e+01, 7.21396e-03
 1.24379e-02, 5.22656e-07,-8.04457e-03, 9.50000e+01, 6.87277e-03
-1.56960e-02, 5.22656e-07,-7.47035e-04, 9.60000e+01, 7.80719e-03
-3.15863e-03, 5.22656e-07,-7.90213e-03, 9.70000e+01, 6.98316e-03
-1.57327e-02, 5.22656e-07, 2.65575e-03, 9.80000e+01, 7.97831e-03
-1.24552e-02, 5.22656e-07, 2.88201e-03, 9.90000e+01, 7.53823e-03
-2.37198e-03, 5.22656e-07,-1.22988e-02, 1.00000e+02, 6.92225e-03
 1.61236e-02, 5.22656e-07, 3.53404e-03, 1.01000e+02, 5.15879e-03
 9.50974e-04, 5.22656e-07, 4.09253e-03, 1.02000e+02, 6.34331e-03
-3.69861e-03, 5.22656e-07, 1.75038e-02, 1.03000e+02, 5.61549e-03
 2.07360e-03, 5.22656e-07,-7.75472e-03, 1.04000e+02, 6.16498e-03
 1.03379e-02, 5.22656e-07,-3.88099e-03, 1.05000e+02, 5.60369e-03
-1.03691e-02, 5.22656e-07, 1.52226e-02, 1.06000e+02, 3.60798e-03
-9.34855e-03, 5.22656e-07,-1.18650e-02, 1.07000e+02, 6.11383e-03
-1.76319e-02, 5.22656e-07, 5.51506e-03, 1.08000e+02, 5.62466e-03
 1.95323e-03, 5.22656e-07,-4.61119e-03, 1.09000e+02, 5.28417e-03
-2.75427e-03, 5.22656e-07,-6.38650e-03, 1.10000e+02, 5.17181e-03
 5.79321e-03, 5.22656e-07, 1.19693e-02, 1.11000e+02, 4.96848e-03
-4.19940e-03, 5.22656e-07, 1.19552e-02, 1.12000e+02, 5.60077e-03
 3.12127e-03, 5.22656e-07, 2.23080e-03, 1.13000e+02, 4.80327e-03
 1.92876e-03, 5.22656e-07,-2.39149e-03, 1.14000e+02, 4.61116e-03
-6.35577e-03, 5.22656e-07, 1.72730e-02, 1.15000e+02, 3.35024e-03
 1.86491e-03, 5.22656e-07, 8.42963e-03, 1.16000e+02, 4.72979e-03
-3.45362e-04, 5.22656e-07,-8.93193e-03, 1.17000e+02, 4.39729e-03
-9.49604e-03, 5.22656e-07, 8.87955e-03, 1.18000e+02, 4.93044e-03
-1.07188e-02, 5.22656e-07, 1.27703e-02, 1.19000e+02, 4.49476e-03
-1.58107e-03, 5.22656e-07,-6.47160e-03, 1.20000e+02, 3.84162e-03
-1.97733e-03, 5.22656e-07,-1.34562e-02, 1.21000e+02, 3.93039e-03
-7.10944e-03, 5.22656e-07,-1.22845e-02, 1.22000e+02, 3.86850e-03
 2.36208e-03, 5.22656e-07,-6.80075e-03, 1.23000e+02, 3.47889e-03
-4.65989e-03, 5.22656e-07, 1.60303e-02, 1.24000e+02, 3.37390e-03
-6.03252e-03, 5.22656e-07,-1.05607e-02, 1.25000e+02, 3.18657e-03
 7.57484e-04, 5.22656e-07, 8.18510e-03, 1.26000e+02, 3.31854e-03
-2.03580e-04, 5.22656e-07, 6.36923e-03, 1.27000e+02, 3.06109e-03
-1.24095e-02, 5.22656e-07,-1.34274e-02, 1.28000e+02, 2.92290e-03
-9.44183e-03, 5.22656e-07, 3.10697e-03, 1.29000e+02, 2.75244e-03
 1.76750e-03, 5.22656e-07,-1.09703e-02, 1.30000e+02, 2.52033e-03
 9.24346e-03, 5.22656e-07, 9.76847e-03, 1.31000e+02, 2.25913e-03
-2.20350e-03, 5.22656e-07, 1.19112e-02, 1.32000e+02, 2.20724e-03
-1.58540e-02, 5.22656e-07,-4.90497e-03, 1.33000e+02, 2.38835e-03
 4.39734e-03, 5.22656e-07, 1.14663e-02, 1.34000e+02, 1.93285e-03
-7.83075e-03, 5.22656e-07,-7.14068e-03, 1.35000e+02, 1.82111e-03
 9.61173e-03, 5.22656e-07,-7.14759e-03, 1.36000e+02, 1.62972e-03
-2.38065e-03, 5.22656e-07,-1.03791e-02, 1.37000e+02, 1.57024e-03
 6.82187e-04, 5.22656e-07,-1.28241e-02, 1.38000e+02, 1.47876e-03
 9.30221e-03, 5.22656e-07, 7.33254e-03, 1.39000e+02, 1.25900e-03
-8.87558e-04, 5.22656e-07,-6.29055e-03, 1.40000e+02, 1.18618e-03
 6.09844e-03, 5.22656e-07, 7.61134e-04, 1.41000e+02, 1.14872e-03
-8.58588e-03, 5.22656e-07,-4.54711e-03, 1.42000e+02, 9.81161e-04
-7.20167e-03, 5.22656e-07, 5.30739e-03, 1.43000e+02, 7.60148e-04
-7.45405e-03, 5.22656e-07, 1.17212e-02, 1.44000e+02, 7.16303e-04
 7.66646e-04, 5.22656e-07, 1.38497e-02, 1.45000e+02, 5.38501e-04
 2.21628e-04, 5.22656e-07, 1.53106e-02, 1.46000e+02, 3.72310e-04
-2.83224e-03, 5.22656e-07, 1.78539e-02, 1.47000e+02, 2.49601e-04
-1.83797e-02, 5.22656e-07,-1.42202e-03, 1.48000e+02, 4.04960e-05
-1.22293e-02, 5.22656e-07,-1.36378e-02, 1.49000e+02,-2.37634e-05
 1.61561e-02, 5.22656e-07, 5.73311e-03, 1.50000e+02,-1.25629e-04
 8.09461e-03, 5.22656e-07,-4.55257e-03, 1.51000e+02,-2.18966e-04
 1.95458e-03, 5.22656e-07,-6.92311e-03, 1.52000e+02,-4.15370e-04
time (s) = 0.5
 1.72184e-03, 5.22656e-07, 5.55456e-03, 0.00000e+00, 2.51561e-02
 7.48772e-03, 5.22656e-07, 1.45687e-03, 1.00000e+00, 2.47025e-02
 1.23780e-02, 5.22656e-07,-1.27150e-03, 2.00000e+00, 2.23116e-02
-8.32191e-03, 5.22656e-07, 6.47995e-03, 3.00000e+00, 2.43352e-02
 8.80312e-03, 5.22656e-07, 8.68764e-03, 4.00000e+00, 2.36385e-02
-1.13534e-02, 5.22656e-07,-2.95225e-04, 5.00000e+00, 2.42125e-02
 7.59442e-03, 5.22656e-07, 1.67579e-02, 6.00000e+00, 1.49405e-02
-6.28627e-03, 5.22656e-07,-7.99635e-03, 7.00000e+00, 2.41910e-02
-8.17938e-03, 5.22656e-07,-7.32140e-03, 8.00000e+00, 2.37904e-02
 3.93747e-03, 5.22656e-07, 6.13206e-04, 9.00000e+00, 2.40270e-02
-1.59809e-02, 5.22656e-07, 9.42773e-03, 1.00000e+01, 1.99444e-02
-1.21249e-03, 5.22656e-07, 1.66914e-02, 1.10000e+01, 2.35429e-02
-1.13589e-02, 5.22656e-07, 6.35401e-03, 1.20000e+01, 2.64648e-02
-7.28021e-03, 5.22656e-07, 2.58722e-03, 1.30000e+01, 2.29105e-02
-5.48240e-04, 5.22656e-07,-4.36231e-03, 1.40000e+01, 2.34237e-02
-5.58793e-03, 5.22656e-07, 9.41219e-03, 1.50000e+01, 2.27158e-02
-1.01626e-02, 5.22656e-07, 6.39704e-03, 1.60000e+01, 2.29338e-02
 2.63018e-03, 5.22656e-07,-2.65683e-03, 1.70000e+01, 2.30861e-02
-3.98600e-03, 5.22656e-07,-1.14042e-02, 1.80000e+01, 2.27008e-02
 8.74828e-03, 5.22656e-07,-7.07204e-03, 1.90000e+01, 2.25727e-02
-1.00806e-02, 5.22656e-07,-4.50420e-03, 2.00000e+01, 2.16479e-02
-5.90865e-04, 5.22656e-07, 5.00319e-03, 2.10000e+01, 2.25343e-02
-9.96873e-03, 5.22656e-07, 1.22074e-02, 2.20000e+01, 2.37475e-02
-1.85458e-02, 5.22656e-07,-2.16310e-04, 2.30000e+01, 4.87657e-03
-1.94159e-03, 5.22656e-07, 5.65957e-04, 2.40000e+01, 2.19811e-02
-1.76711e-02, 5.22656e-07, 5.39315e-03, 2.60000e+01, 5.02974e-03
-5.78420e-03, 5.22656e-07,-1.07035e-02, 2.70000e+01, 2.17546e-02
 6.74058e-03, 5.22656e-07, 1.48870e-02, 2.80000e+01, 2.06313e-02
-1.41643e-02, 5.22656e-07, 2.26298e-03, 2.90000e+01, 2.43947e-02
-1.11312e-02, 5.22656e-07,-4.73673e-03, 3.00000e+01, 2.01624e-02
 1.14865e-02, 5.22656e-07,-9.13487e-03, 3.10000e+01, 1.95004e-02
 1.06575e-02, 5.22656e-07,-1.92269e-03, 3.20000e+01, 1.94038e-02
-9.78913e-03, 5.22656e-07, 9.60026e-03, 3.30000e+01, 2.34245e-02
-1.77131e-03, 5.22656e-07, 1.78541e-03, 3.40000e+01, 2.07717e-02
-2.18974e-03, 5.22656e-07, 1.82623e-02, 3.50000e+01, 1.49419e-02
 1.67649e-03, 5.22656e-07,-3.37352e-03, 3.60000e+01, 2.05080e-02
-8.57044e-03, 5.22656e-07, 9.90871e-03, 3.70000e+01, 2.12037e-02
-8.96189e-03, 5.22656e-07, 8.09875e-04, 3.80000e+01, 1.96495e-02
-1.31466e-02, 5.22656e-07, 1.30914e-02, 3.90000e+01, 4.98649e-03
-1.60857e-02, 5.22656e-07, 9.24833e-03, 4.00000e+01, 4.97298e-03
 9.40882e-03, 5.22656e-07, 3.31234e-03, 4.10000e+01, 1.85038e-02
-6.23661e-03, 5.22656e-07,-7.41596e-03, 4.20000e+01, 1.92473e-02
-3.34261e-03, 5.22656e-07, 1.40876e-02, 4.30000e+01, 2.12039e-02
-5.55880e-04, 5.22656e-07,-1.07115e-02, 4.40000e+01, 1.91275e-02
-1.50278e-03, 5.22656e-07, 1.63955e-02, 4.50000e+01, 1.90352e-02
-1.62582e-02, 5.22656e-07, 8.82476e-03, 4.60000e+01, 4.56362e-03
-1.09895e-02, 5.22656e-07, 5.38234e-03, 4.70000e+01, 1.85850e-02
-2.30926e-03, 5.22656e-07, 8.59534e-03, 4.80000e+01, 1.88101e-02
-8.02219e-03, 5.22656e-07,-1.50133e-02, 4.90000e+01, 1.90585e-02
-2.74543e-03, 5.22656e-07, 1.86077e-03, 5.00000e+01, 1.83848e-02
-2.16884e-03, 5.22656e-07, 1.07057e-02, 5.10000e+01, 1.85458e-02
-1.57284e-02, 5.22656e-07, 7.10123e-03, 5.20000e+01, 1.99406e-02
-1.60008e-02, 5.22656e-07,-9.39650e-03, 5.40000e+01, 4.90715e-03
-8.98467e-03, 5.22656e-07,-1.61751e-02, 5.50000e+01, 1.45149e-02
-1.78982e-02, 5.22656e-07,-4.88485e-03, 5.60000e+01, 5.00728e-03
 1.13142e-02, 5.22656e-07,-1.23848e-02, 5.70000e+01, 1.55305e-02
-5.71883e-03, 5.22656e-07,-1.17116e-02, 5.90000e+01, 1.85459e-02
-1.83044e-02, 5.22656e-07,-5.88286e-04, 6.00000e+01, 1.79179e-02
-8.60730e-03, 5.22656e-07,-5.13737e-03, 6.10000e+01, 1.60093e-02
-1.81190e-02, 5.22656e-07,-3.29327e-03, 6.20000e+01, 9.98709e-03
 2.28668e-03, 5.22656e-07,-1.25685e-02, 6.30000e+01, 1.68527e-02
 1.00941e-02, 5.22656e-07, 1.38314e-03, 6.40000e+01, 1.58533e-02
 8.86733e-03, 5.22656e-07,-8.65663e-03, 6.50000e+01, 1.49963e-02
-1.54829e-02, 5.22656e-07, 1.63511e-03, 6.60000e+01, 1.84714e-02
 1.87435e-03, 5.22656e-07,-9.73487e-03, 6.80000e+01, 1.60991e-02
-5.74015e-03, 5.22656e-07, 1.04158e-02, 6.90000e+01, 1.62366e-02
-7.53286e-03, 5.22656e-07, 1.36929e-02, 7.00000e+01, 1.66551e-02
-9.21775e-03, 5.22656e-07,-6.97095e-03, 7.10000e+01, 1.48736e-02
 2.70151e-03, 5.22656e-07, 6.08470e-03, 7.20000e+01, 1.56804e-02
-6.80811e-04, 5.22656e-07, 1.21728e-02, 7.30000e+01, 1.57338e-02
-7.81503e-03, 5.22656e-07, 1.62179e-02, 7.40000e+01, 1.52488e-02
-9.38290e-03, 5.22656e-07, 4.99973e-03, 7.50000e+01, 1.45618e-02
-1.26317e-02, 5.22656e-07, 1.01897e-03, 7.60000e+01, 1.56503e-02
-1.17138e-02, 5.22656e-07,-7.05590e-04, 7.70000e+01, 1.44275e-02
 4.98034e-03, 5.22656e-07, 1.44759e-02, 7.80000e+01, 1.43070e-02
 7.17871e-03, 5.22656e-07,-9.63327e-03, 7.90000e+01, 1.37444e-02
 5.09689e-03, 5.22656e-07, 1.05488e-02, 8.00000e+01, 1.44969e-02
 1.52561e-03, 5.22656e-07,-2.62285e-03, 8.10000e+01, 1.43379e-02
-1.30289e-02, 5.22656e-07,-1.32099e-02, 8.20000e+01, 4.81462e-03
-1.64173e-02, 5.22656e-07, 8.43612e-03, 8.30000e+01, 4.10063e-03
-4.58836e-03, 5.22656e-07, 1.29516e-02, 8.40000e+01, 1.58228e-02
 5.90751e-03, 5.22656e-07, 4.27551e-03, 8.50000e+01, 1.35818e-02
 9.80506e-04, 5.22656e-07, 4.88826e-03, 8.60000e+01, 1.38607e-02
 9.48773e-03, 5.22656e-07,-7.82515e-03, 8.70000e+01, 1.16988e-02
-8.80715e-03, 5.22656e-07, 1.28290e-02, 8.80000e+01, 1.45707e-02
 1.07944e-03, 5.22656e-07,-7.21617e-03, 8.90000e+01, 1.33819e-02
 2.51979e-03, 5.22656e-07,-5.32135e-03, 9.00000e+01, 1.36736e-02
-1.43268e-03, 5.22656e-07,-1.34149e-03, 9.10000e+01, 1.27262e-02
 3.01759e-04, 5.22656e-07,-1.44936e-02, 9.20000e+01, 1.31289e-02
 1.58349e-02, 5.22656e-07, 3.21491e-03, 9.30000e+01, 1.03511e-02
-2.75268e-03, 5.22656e-07, 1.07659e-02, 9.40000e+01, 1.24121e-02
 1.20135e-02, 5.22656e-07,-7.44664e-03, 9.50000e+01, 1.16153e-02
-1.61267e-02, 5.22656e-07,-6.86667e-04, 9.60000e+01, 1.34528e-02
-3.67729e-03, 5.22656e-07,-7.92880e-03, 9.70000e+01, 1.20418e-02
-1.61150e-02, 5.22656e-07, 2.79919e-03, 9.80000e+01, 1.37117e-02
-1.27781e-02, 5.22656e-07, 3.14540e-03, 9.90000e+01, 1.36431e-02
-1.90703e-03, 5.22656e-07,-1.23944e-02, 1.00000e+02, 1.23619e-02
 1.57651e-02, 5.22656e-07, 3.44733e-03, 1.01000e+02, 9.79329e-03
 2.44570e-04, 5.22656e-07, 4.13024e-03, 1.02000e+02, 1.16964e-02
-3.20877e-03, 5.22656e-07, 1.77694e-02, 1.03000e+02, 1.00984e-02
 1.49013e-03, 5.22656e-07,-7.89810e-03, 1.04000e+02, 1.13306e-02
 9.66780e-03, 5.22656e-07,-3.86275e-03, 1.05000e+02, 1.09190e-02
-9.31059e-03, 5.22656e-07, 1.60494e-02, 1.06000e+02, 4.96508e-03
-9.00801e-03, 5.22656e-07,-1.21127e-02, 1.07000e+02, 1.14927e-02
-1.76445e-02, 5.22656e-07, 5.48409e-03, 1.08000e+02, 5.63451e-03
 1.42981e-03, 5.22656e-07,-4.67237e-03, 1.09000e+02, 1.04200e-02
-3.29310e-03, 5.22656e-07,-6.42103e-03, 1.10000e+02, 1.02058e-02
 6.16909e-03, 5.22656e-07, 1.15394e-02, 1.11000e+02, 9.85300e-03
-3.88800e-03, 5.22656e-07, 1.21117e-02, 1.12000e+02, 1.16051e-02
 2.32460e-03, 5.22656e-07, 2.32451e-03, 1.13000e+02, 1.00366e-02
 1.37168e-03, 5.22656e-07,-2.43615e-03, 1.14000e+02, 9.73235e-03
-4.85831e-03, 5.22656e-07, 1.79056e-02, 1.15000e+02, 4.96528e-03
 1.25456e-03, 5.22656e-07, 8.57029e-03, 1.16000e+02, 1.00984e-02
-8.03558e-04, 5.22656e-07,-8.92798e-03, 1.17000e+02, 9.51938e-03
-9.70868e-03, 5.22656e-07, 9.35339e-03, 1.18000e+02, 1.12727e-02
-1.05910e-02, 5.22656e-07, 1.31588e-02, 1.19000e+02, 1.01198e-02
-2.12607e-03, 5.22656e-07,-6.50295e-03, 1.20000e+02, 8.88212e-03
-1.78450e-03, 5.22656e-07,-1.34935e-02, 1.21000e+02, 9.37358e-03
-6.65350e-03, 5.22656e-07,-1.24334e-02, 1.22000e+02, 9.59866e-03
 1.78952e-03, 5.22656e-07,-6.89048e-03, 1.23000e+02, 8.63562e-03
-4.52340e-03, 5.22656e-07, 1.63750e-02, 1.24000e+02, 8.60670e-03
-6.08849e-03, 5.22656e-07,-1.06183e-02, 1.25000e+02, 8.61804e-03
 9.31746e-05, 5.22656e-07, 8.33817e-03, 1.26000e+02, 8.65650e-03
-8.56983e-04, 5.22656e-07, 6.46735e-03, 1.27000e+02, 8.39949e-03
-1.26490e-02, 5.22656e-07,-1.34825e-02, 1.28000e+02, 4.41392e-03
-1.01774e-02, 5.22656e-07, 3.11285e-03, 1.29000e+02, 8.07925e-03
 9.52300e-04, 5.22656e-07,-1.11278e-02, 1.30000e+02, 7.62447e-03
 8.68416e-03, 5.22656e-07, 9.44148e-03, 1.31000e+02, 6.92021e-03
-3.09696e-03, 5.22656e-07, 1.19155e-02, 1.32000e+02, 7.08106e-03
-1.66973e-02, 5.22656e-07,-5.22744e-03, 1.33000e+02, 8.35311e-03
 4.01186e-03, 5.22656e-07, 1.15155e-02, 1.34000e+02, 7.06498e-03
-8.73713e-03, 5.22656e-07,-7.13659e-03, 1.35000e+02, 6.63568e-03
 8.59147e-03, 5.22656e-07,-7.13957e-03, 1.36000e+02, 6.77267e-03
-3.22822e-03, 5.22656e-07,-1.04163e-02, 1.37000e+02, 6.63890e-03
 4.47079e-04, 5.22656e-07,-1.26915e-02, 1.38000e+02, 6.73427e-03
 7.91682e-03, 5.22656e-07, 7.22904e-03, 1.39000e+02, 6.24676e-03
-1.90354e-03, 5.22656e-07,-6.31471e-03, 1.40000e+02, 6.26427e-03
 4.87154e-03, 5.22656e-07, 8.16565e-04, 1.41000e+02, 6.21604e-03
-9.77829e-03, 5.22656e-07,-4.57526e-03, 1.42000e+02, 5.87356e-03
-8.41699e-03, 5.22656e-07, 5.34541e-03, 1.43000e+02, 5.82727e-03
-8.33758e-03, 5.22656e-07, 1.19209e-02, 1.44000e+02, 6.78612e-03
 1.78117e-05, 5.22656e-07, 1.37077e-02, 1.45000e+02, 5.74728e-03
-6.17371e-04, 5.22656e-07, 1.51366e-02, 1.46000e+02, 5.48333e-03
-2.16961e-03, 5.22656e-07, 1.82568e-02, 1.47000e+02, 2.83120e-03
-1.84718e-02, 5.22656e-07,-6.56024e-04, 1.48000e+02, 4.45280e-03
-1.57120e-02, 5.22656e-07,-9.75741e-03, 1.49000e+02, 4.50137e-03
 1.37987e-02, 5.22656e-07, 5.60235e-03, 1.50000e+02, 4.37102e-03
 5.63057e-03, 5.22656e-07,-4.60058e-03, 1.51000e+02, 4.84702e-03
-6.97647e-04, 5.22656e-07,-6.95071e-03, 1.52000e+02, 4.64791e-03
-3.82389e-04, 5.22656e-07, 7.40173e-03, 1.53000e+02, 4.63842e-03
 1.71130e-03, 5.22656e-07, 1.53745e-02, 1.54000e+02, 4.31009e-03
-9.35469e-03, 5.22656e-07,-1.36391e-02, 1.55000e+02, 4.64132e-03
-1.54489e-02, 5.22656e-07,-1.00904e-02, 1.56000e+02, 4.04104e-03
 6.36316e-03, 5.22656e-07,-1.28518e-03, 1.57000e+02, 4.00786e-03
 7.85393e-03, 5.22656e-07,-6.68569e-03, 1.58000e+02, 3.94687e-03
 1.58697e-02, 5.22656e-07,-9.43996e-04, 1.59000e+02, 2.87472e-03
-7.88516e-03, 5.22656e-07,-1.55439e-02, 1.60000e+02, 3.39771e-03
 1.25744e-02, 5.22656e-07,-1.82497e-03, 1.61000e+02, 2.88840e-03
-1.94709e-03, 5.22656e-07, 5.72506e-03, 1.62000e+02, 3.32261e-03
 4.27991e-04, 5.22656e-07, 1.70336e-02, 1.63000e+02, 2.79861e-03
-3.90270e-03, 5.22656e-07,-9.45469e-03, 1.64000e+02, 3.08450e-03
-3.01899e-03, 5.22656e-07, 3.52177e-03, 1.65000e+02, 2.91591e-03
 8.23078e-03, 5.22656e-07,-2.79815e-03, 1.66000e+02, 2.82952e-03
-1.30177e-02, 5.22656e-07,-7.31367e-03, 1.67000e+02, 2.91108e-03
 4.67722e-03, 5.22656e-07, 9.51101e-03, 1.68000e+02, 2.75041e-03
-1.24374e-02, 5.22656e-07,-3.30073e-03, 1.69000e+02, 2.64445e-03
 5.52402e-03, 5.22656e-07, 5.48957e-03, 1.70000e+02, 2.21643e-03
 8.80944e-03, 5.22656e-07,-9.89124e-03, 1.71000e+02, 1.96843e-03
-2.35194e-03, 5.22656e-07, 1.01077e-02, 1.72000e+02, 1.98661e-03
 1.31373e-02, 5.22656e-07, 8.54657e-03, 1.73000e+02, 1.84645e-03
-1.63591e-02, 5.22656e-07, 4.88865e-03, 1.74000e+02, 1.89798e-03
-4.17775e-03, 5.22656e-07,-1.03518e-02, 1.75000e+02, 1.60641e-03
-4.13020e-04, 5.22656e-07, 9.84508e-03, 1.76000e+02, 1.47080e-03
 6.98228e-03, 5.22656e-07, 1.35415e-02, 1.77000e+02, 1.30925e-03
-2.93324e-03, 5.22656e-07, 2.71262e-03, 1.78000e+02, 1.19183e-03
 4.41347e-03, 5.22656e-07, 2.67529e-03, 1.79000e+02, 1.04618e-03
-1.12908e-02, 5.22656e-07, 6.02793e-03, 1.80000e+02, 1.10399e-03
-1.58304e-02, 5.22656e-07,-3.50453e-03, 1.81000e+02, 9.25236e-04
-1.65363e-02, 5.22656e-07,-8.10045e-03, 1.82000e+02, 2.43616e-04
-2.50081e-03, 5.22656e-07,-1.52970e-03, 1.83000e+02, 6.69789e-04
-5.43138e-03, 5.22656e-07,-9.96344e-03, 1.84000e+02, 3.93646e-04
-1.23845e-02, 5.22656e-07,-1.28118e-02, 1.85000e+02, 2.89493e-04
-1.36560e-02, 5.22656e-07, 7.69376e-03, 1.86000e+02, 1.32339e-04
 1.25555e-02, 5.22656e-07,-2.46903e-03, 1.87000e+02, 2.79178e-06
 3.77108e-04, 5.22656e-07,-1.76543e-02, 1.88000e+02,-1.01621e-04
-6.91305e-03, 5.22656e-07, 1.17814e-02, 1.89000e+02,-2.64376e-04
 1.04038e-03, 5.22656e-07,-1.38862e-04, 1.90000e+02,-3.95791e-04
-1.00391e-02, 5.22656e-07, 7.92043e-03, 1.91000e+02,-3.80757e-04
time (s) = 0.6
 1.06838e-03, 5.22656e-07, 5.64757e-03, 0.00000e+00, 3.04349e-02
 6.82291e-03, 5.22656e-07, 1.49648e-03, 1.00000e+00, 2.97759e-02
 1.17371e-02, 5.22656e-07,-1.00822e-03, 2.00000e+00, 2.69212e-02
-8.70075e-03, 5.22656e-07, 6.50417e-03, 3.00000e+00, 2.95452e-02
 9.07741e-03, 5.22656e-07, 8.21664e-03, 4.00000e+00, 2.86421e-02
-1.17631e-02, 5.22656e-07,-4.30922e-04, 5.00000e+00, 2.93453e-02
 8.71909e-03, 5.22656e-07, 1.62808e-02, 6.00000e+00, 1.49422e-02
-6.63498e-03, 5.22656e-07,-7.97148e-03, 7.00000e+00, 2.93776e-02
-8.65176e-03, 5.22656e-07,-7.26601e-03, 8.00000e+00, 2.88682e-02
 3.18680e-03, 5.22656e-07, 7.60453e-04, 9.00000e+00, 2.93643e-02
-1.59807e-02, 5.22656e-07, 9.42816e-03, 1.00000e+01, 1.99437e-02
 3.88655e-04, 5.22656e-07, 1.70946e-02, 1.10000e+01, 2.81094e-02
-1.12078e-02, 5.22656e-07, 6.82082e-03, 1.20000e+01, 3.23082e-02
-7.77827e-03, 5.22656e-07, 2.58099e-03, 1.30000e+01, 2.79960e-02
-1.22827e-03, 5.22656e-07,-4.35362e-03, 1.40000e+01, 2.87459e-02
-6.09667e-03, 5.22656e-07, 9.54062e-03, 1.50000e+01, 2.78244e-02
-1.03943e-02, 5.22656e-07, 6.71164e-03, 1.60000e+01, 2.84786e-02
 1.94098e-03, 5.22656e-07,-2.62649e-03, 1.70000e+01, 2.84701e-02
-4.46341e-03, 5.22656e-07,-1.14280e-02, 1.80000e+01, 2.79549e-02
 8.47644e-03, 5.22656e-07,-6.98905e-03, 1.90000e+01, 2.80209e-02
-1.06315e-02, 5.22656e-07,-4.56729e-03, 2.00000e+01, 2.66784e-02
-1.20607e-03, 5.22656e-07, 5.09788e-03, 2.10000e+01, 2.77932e-02
-8.77773e-03, 5.22656e-07, 1.31851e-02, 2.20000e+01, 2.91760e-02
-1.85463e-02, 5.22656e-07,-2.09460e-04, 2.30000e+01, 4.87041e-03
-2.62723e-03, 5.22656e-07, 5.26527e-04, 2.40000e+01, 2.72605e-02
-1.75017e-02, 5.22656e-07, 5.80691e-03, 2.60000e+01, 4.97804e-03
-5.50710e-03, 5.22656e-07,-1.12590e-02, 2.70000e+01, 2.70038e-02
 8.24964e-03, 5.22656e-07, 1.42741e-02, 2.80000e+01, 2.55953e-02
-1.45149e-02, 5.22656e-07, 2.22425e-03, 2.90000e+01, 3.00221e-02
-1.13720e-02, 5.22656e-07,-4.89987e-03, 3.00000e+01, 2.52845e-02
 1.28045e-02, 5.22656e-07,-8.53707e-03, 3.10000e+01, 2.41905e-02
 1.01222e-02, 5.22656e-07,-2.08177e-03, 3.20000e+01, 2.47046e-02
-9.05572e-03, 5.22656e-07, 1.00608e-02, 3.30000e+01, 2.90673e-02
-2.43016e-03, 5.22656e-07, 1.73911e-03, 3.40000e+01, 2.61004e-02
-9.26293e-04, 5.22656e-07, 1.84191e-02, 3.50000e+01, 1.49425e-02
 1.00711e-03, 5.22656e-07,-3.34336e-03, 3.60000e+01, 2.59359e-02
-7.91787e-03, 5.22656e-07, 1.03834e-02, 3.70000e+01, 2.67836e-02
-9.32981e-03, 5.22656e-07, 6.99130e-04, 3.80000e+01, 2.46631e-02
-1.31466e-02, 5.22656e-07, 1.30914e-02, 3.90000e+01, 4.98649e-03
-1.60858e-02, 5.22656e-07, 9.24820e-03, 4.00000e+01, 4.97319e-03
 8.85349e-03, 5.22656e-07, 3.32832e-03, 4.10000e+01, 2.36239e-02
-6.57757e-03, 5.22656e-07,-7.30683e-03, 4.20000e+01, 2.43896e-02
-2.53184e-03, 5.22656e-07, 1.44073e-02, 4.30000e+01, 2.67225e-02
-7.74299e-04, 5.22656e-07,-1.06419e-02, 4.40000e+01, 2.43207e-02
-2.04130e-05, 5.22656e-07, 1.66421e-02, 4.50000e+01, 2.42163e-02
-1.62581e-02, 5.22656e-07, 8.82500e-03, 4.60000e+01, 4.56337e-03
-1.12060e-02, 5.22656e-07, 5.54042e-03, 4.70000e+01, 2.40003e-02
-2.81506e-03, 5.22656e-07, 8.51767e-03, 4.80000e+01, 2.40963e-02
-6.91002e-03, 5.22656e-07,-1.61678e-02, 4.90000e+01, 2.39901e-02
-3.42667e-03, 5.22656e-07, 1.79831e-03, 5.00000e+01, 2.36809e-02
